firstInteractive-FCP_std (ms),firstInteractive-FCP_min (ms),firstInteractive-FMP-ReverseSearch_avg (ms),firstInteractive-FMP-ReverseSearch_std (ms),firstInteractive-FCP-ReverseSearch_max (ms),firstInteractive-FMP-Network_avg (ms),firstInteractive-FMP-ReverseSearchFromNetworkFirstInteractive_max (ms),firstInteractive-FMP-Network_min (ms),firstInteractive-FMP-Network_max (ms),timeToFirstInteractive_max (ms),firstInteractive-FCP-ReverseSearch_min (ms),firstInteractive-StartNav_avg (ms),firstInteractive-StartNav_min (ms),firstInteractive-FMP_std (ms),firstInteractive-StartNav-ReverseSearch_max (ms),timeToFirstMeaningfulPaint_min (ms),timeToFirstMeaningfulPaint_max (ms),page_name,timeToOnload_min (ms),timeToOnload_avg (ms),timeToFirstInteractive_avg (ms),firstInteractive-FMP-ReverseSearchFromNetworkFirstInteractive_std (ms),firstInteractive-StartNav-ReverseSearch_min (ms),firstInteractive-FCP_avg (ms),timeToOnload_max (ms),firstInteractive-FMP-ReverseSearch_max (ms),firstInteractive-StartNav_max (ms),trace,firstInteractive-FMP-Network_std (ms),timeToFirstMeaningfulPaint_avg (ms),timeToFirstContentfulPaint_std (ms),firstInteractive-FCP-ReverseSearch_avg (ms),timeToFirstContentfulPaint_max (ms),timeToOnload_std (ms),timeToFirstInteractive_std (ms),firstInteractive-FMP-ReverseSearchFromNetworkFirstInteractive_avg (ms),firstInteractive-FMP-ReverseSearch_min (ms),firstInteractive-FCP_max (ms),firstInteractive-FMP_min (ms),firstInteractive-FMP_avg (ms),timeToFirstMeaningfulPaint_std (ms),timeToFirstInteractive_min (ms),firstInteractive-StartNav_std (ms),firstInteractive-StartNav-ReverseSearch_avg (ms),timeToFirstContentfulPaint_min (ms),firstInteractive-FCP-ReverseSearch_std (ms),firstInteractive-FMP_max (ms),firstInteractive-StartNav-ReverseSearch_std (ms),timeToFirstContentfulPaint_avg (ms),firstInteractive-FMP-ReverseSearchFromNetworkFirstInteractive_min (ms)
0.0,46639.69229200253,57883.407292001924,0.0,57883.407292001924,58820.678292002085,57883.407292001924,58820.678292002085,58820.678292002085,39284.134000000115,57883.407292001924,7305.558292002417,7305.558292002417,0.0,57883.407292001924,22108.856999999844,22108.856999999844,http://www.citrix.com (#38),45490.88100000005,45490.88100000005,39284.134000000115,0.0,57883.407292001924,46639.69229200253,45490.88100000005,57883.407292001924,7305.558292002417,https://console.developers.google.com/m/cloudstorage/b/chrome-telemetry-output/o/trace-file-id_0-2017-02-15_14-50-07-60308.html,0.0,22108.856999999844,0.0,57883.407292001924,22108.764999999665,0.0,0.0,57883.407292001924,57883.407292001924,46639.69229200253,46639.69229200253,46639.69229200253,0.0,39284.134000000115,0.0,57883.407292001924,22108.764999999665,0.0,46639.69229200253,0.0,22108.764999999665,57883.407292001924
0.0,49055.84464349556,,,,,,,,37582.24500000063,,49996.339643494655,11423.599643494934,0.0,,12567.914000000805,12567.914000000805,http://www.aksam.com.tr (#64),,,37582.24500000063,,,49055.84464349556,,,62853.91964349456,https://console.developers.google.com/m/cloudstorage/b/chrome-telemetry-output/o/trace-file-id_0-2017-02-15_15-49-53-90532.html,,12567.914000000805,0.0,,12567.848999999464,,0.0,,,49055.84464349556,49055.84464349556,49055.84464349556,0.0,37582.24500000063,25715.159999999814,,12567.848999999464,,49055.84464349556,,12567.848999999464,
0.0,28413.011490006895,56027.48349000676,0.0,56027.48349000676,59780.857490005794,56027.48349000676,59780.857490005794,59780.857490005794,12670.321000001357,56027.48349000676,46822.6594900068,28413.011490006895,0.0,56027.48349000676,11141.756000000983,11141.756000000983,http://www.blu-ray.com (#9),32919.76600000076,32919.76600000076,12670.321000001357,0.0,56027.48349000676,28413.011490006895,32919.76600000076,56027.48349000676,56027.48349000676,https://console.developers.google.com/m/cloudstorage/b/chrome-telemetry-output/o/trace-file-id_0-2017-02-15_16-54-12-21708.html,0.0,11141.756000000983,0.0,56027.48349000676,5908.707000000402,0.0,0.0,56027.48349000676,56027.48349000676,28413.011490006895,28413.011490006895,28413.011490006895,0.0,12670.321000001357,15943.222842729305,56027.48349000676,5908.707000000402,0.0,28413.011490006895,0.0,5908.707000000402,56027.48349000676
0.0,42101.62474500242,42101.62474500242,0.0,42101.62474500242,42101.62474500242,42101.62474500242,42101.62474500242,42101.62474500242,34860.21999999921,42101.62474500242,38610.6027450025,7191.4047450032085,0.0,42101.62474500242,14304.691999999806,14304.691999999806,http://www.nrk.no (#89),31504.726999999955,31504.726999999955,34860.21999999921,0.0,42101.62474500242,42101.62474500242,31504.726999999955,42101.62474500242,42101.62474500242,https://console.developers.google.com/m/cloudstorage/b/chrome-telemetry-output/o/trace-file-id_0-2017-02-15_17-06-59-38021.html,0.0,14304.691999999806,0.0,42101.62474500242,13541.609999999404,0.0,0.0,42101.62474500242,42101.62474500242,42101.62474500242,42101.62474500242,42101.62474500242,0.0,34860.21999999921,11039.580881756086,42101.62474500242,13541.609999999404,0.0,42101.62474500242,0.0,13541.609999999404,42101.62474500242
0.0,45506.81021351057,45506.81021351057,0.0,45506.81021351057,46194.68321350952,45506.81021351057,46194.68321350952,46194.68321350952,37691.63700000073,45506.81021351057,36071.40096351039,7765.173213509843,0.0,45506.81021351057,16534.612999999896,16534.612999999896,http://www.sunfrog.com (#6),37440.289000000805,37440.289000000805,37691.63700000073,0.0,45506.81021351057,45506.81021351057,37440.289000000805,45506.81021351057,45506.81021351057,https://console.developers.google.com/m/cloudstorage/b/chrome-telemetry-output/o/trace-file-id_0-2017-02-15_15-32-56-61163.html,0.0,16534.612999999896,0.0,45506.81021351057,16534.54600000009,0.0,0.0,45506.81021351057,45506.81021351057,45506.81021351057,45506.81021351057,45506.81021351057,0.0,37691.63700000073,18870.818500000365,45506.81021351057,16534.54600000009,0.0,45506.81021351057,0.0,16534.54600000009,45506.81021351057
0.0,33552.74322899863,42172.222228997576,0.0,42172.222228997576,42172.222228997576,42172.222228997576,42172.222228997576,42172.222228997576,26273.15000000097,42172.222228997576,30920.428228998535,7229.593228997663,0.0,42172.222228997576,14188.39699999988,14188.39699999988,http://www.nrk.no (#95),31539.10099999979,31539.10099999979,26273.15000000097,0.0,42172.222228997576,33552.74322899863,31539.10099999979,42172.222228997576,33552.74322899863,https://console.developers.google.com/m/cloudstorage/b/chrome-telemetry-output/o/trace-file-id_0-2017-02-15_17-23-35-86544.html,0.0,14188.39699999988,0.0,42172.222228997576,13400.471000000834,0.0,0.0,42172.222228997576,42172.222228997576,33552.74322899863,33552.74322899863,33552.74322899863,0.0,26273.15000000097,8324.110919026434,42172.222228997576,13400.471000000834,0.0,33552.74322899863,0.0,13400.471000000834,42172.222228997576
0.0,20695.51800600253,20695.582006001845,0.0,20695.51800600253,20695.582006001845,20695.582006001845,20695.582006001845,20695.582006001845,13435.5,20695.51800600253,7260.082006001845,7260.082006001845,0.0,7260.082006001845,13435.5,13435.5,http://www.plos.org (#67),15209.360000001267,15209.360000001267,13435.5,0.0,7260.082006001845,20695.51800600253,15209.360000001267,20695.582006001845,7260.082006001845,https://console.developers.google.com/m/cloudstorage/b/chrome-telemetry-output/o/trace-file-id_0-2017-02-15_16-01-58-6108.html,0.0,13435.5,0.0,20695.51800600253,13435.436000000685,0.0,0.0,20695.582006001845,20695.582006001845,20695.51800600253,20695.582006001845,20695.582006001845,0.0,13435.5,0.0,7260.082006001845,13435.436000000685,0.0,20695.582006001845,0.0,13435.436000000685,20695.582006001845
0.0,34744.941311992334,48006.63131199241,0.0,48006.63131199241,34744.941311992334,34744.941311992334,34744.941311992334,34744.941311992334,26635.59799999986,48006.63131199241,8059.343311992474,8059.343311992474,0.0,48006.63131199241,10556.43200000003,10556.43200000003,http://www.revolve.com (#26),31800.652999999933,31800.652999999933,26635.59799999986,0.0,48006.63131199241,34744.941311992334,31800.652999999933,48006.63131199241,8059.343311992474,https://console.developers.google.com/m/cloudstorage/b/chrome-telemetry-output/o/trace-file-id_0-2017-02-15_14-19-15-24632.html,0.0,10556.43200000003,0.0,48006.63131199241,10556.367999999784,0.0,0.0,34744.941311992334,48006.63131199241,34744.941311992334,34744.941311992334,34744.941311992334,0.0,26635.59799999986,0.0,48006.63131199241,10556.367999999784,0.0,34744.941311992334,0.0,10556.367999999784,34744.941311992334
0.0,50701.435325497674,,,,52891.97332549779,50701.435325497674,52891.97332549779,52891.97332549779,43626.933000000194,,7064.065325496718,7064.065325496718,0.0,,43626.933000000194,43626.933000000194,http://www.nseindia.com (#80),43243.64599999972,43243.64599999972,43626.933000000194,0.0,,50701.435325497674,43243.64599999972,,7064.065325496718,https://console.developers.google.com/m/cloudstorage/b/chrome-telemetry-output/o/trace-file-id_0-2017-02-15_16-26-34-28694.html,0.0,43626.933000000194,0.0,,43626.59999999963,0.0,0.0,50701.435325497674,,50701.435325497674,50701.435325497674,50701.435325497674,0.0,43626.933000000194,0.0,,43626.59999999963,,50701.435325497674,,43626.59999999963,50701.435325497674
0.0,37479.12821949618,54352.56221949622,0.0,54352.56221949622,54352.56221949622,54352.56221949622,54352.56221949622,54352.56221949622,30229.57000000002,54352.56221949622,7199.558219496161,7199.558219496161,0.0,54352.56221949622,18996.663999999873,18996.663999999873,http://www.myfico.com (#57),36881.61200000066,36881.61200000066,30229.57000000002,0.0,54352.56221949622,37479.12821949618,36881.61200000066,54352.56221949622,7199.558219496161,https://console.developers.google.com/m/cloudstorage/b/chrome-telemetry-output/o/trace-file-id_0-2017-02-15_15-26-09-91690.html,0.0,18996.663999999873,0.0,54352.56221949622,18468.34500000067,0.0,0.0,54352.56221949622,54352.56221949622,37479.12821949618,37479.12821949618,37479.12821949618,0.0,30229.57000000002,0.0,54352.56221949622,18468.34500000067,0.0,37479.12821949618,0.0,18468.34500000067,54352.56221949622
