firstInteractive-FCP_std (ms),firstInteractive-FCP_min (ms),firstInteractive-FMP-ReverseSearch_avg (ms),firstInteractive-FMP-ReverseSearch_std (ms),firstInteractive-FCP-ReverseSearch_max (ms),firstInteractive-FMP-Network_avg (ms),firstInteractive-FMP-ReverseSearchFromNetworkFirstInteractive_max (ms),firstInteractive-FMP-Network_min (ms),firstInteractive-FMP-Network_max (ms),timeToFirstInteractive_max (ms),firstInteractive-FCP-ReverseSearch_min (ms),firstInteractive-StartNav_avg (ms),firstInteractive-StartNav_min (ms),firstInteractive-FMP_std (ms),firstInteractive-StartNav-ReverseSearch_max (ms),timeToFirstMeaningfulPaint_min (ms),timeToFirstMeaningfulPaint_max (ms),page_name,timeToOnload_min (ms),timeToOnload_avg (ms),timeToFirstInteractive_avg (ms),firstInteractive-FMP-ReverseSearchFromNetworkFirstInteractive_std (ms),firstInteractive-StartNav-ReverseSearch_min (ms),firstInteractive-FCP_avg (ms),timeToOnload_max (ms),firstInteractive-FMP-ReverseSearch_max (ms),firstInteractive-StartNav_max (ms),trace,firstInteractive-FMP-Network_std (ms),timeToFirstMeaningfulPaint_avg (ms),timeToFirstContentfulPaint_std (ms),firstInteractive-FCP-ReverseSearch_avg (ms),timeToFirstContentfulPaint_max (ms),timeToOnload_std (ms),timeToFirstInteractive_std (ms),firstInteractive-FMP-ReverseSearchFromNetworkFirstInteractive_avg (ms),firstInteractive-FMP-ReverseSearch_min (ms),firstInteractive-FCP_max (ms),firstInteractive-FMP_min (ms),firstInteractive-FMP_avg (ms),timeToFirstMeaningfulPaint_std (ms),timeToFirstInteractive_min (ms),firstInteractive-StartNav_std (ms),firstInteractive-StartNav-ReverseSearch_avg (ms),timeToFirstContentfulPaint_min (ms),firstInteractive-FCP-ReverseSearch_std (ms),firstInteractive-FMP_max (ms),firstInteractive-StartNav-ReverseSearch_std (ms),timeToFirstContentfulPaint_avg (ms),firstInteractive-FMP-ReverseSearchFromNetworkFirstInteractive_min (ms)
0.0,37559.73630300197,37559.73630300197,0.0,37559.73630300197,47390.526303001316,37559.73630300197,47390.526303001316,47390.526303001316,30244.73499999973,37559.73630300197,35855.842115501924,7265.001303002238,0.0,40592.16430300102,21040.27999999933,21040.27999999933,http://www.admitad.com (#46),3.401000000536442,18959.98350000009,30244.73499999973,0.0,37559.73630300197,37559.73630300197,37916.56599999964,37559.73630300197,40592.16430300102,https://console.developers.google.com/m/cloudstorage/b/chrome-telemetry-output/o/trace-file-id_0-2017-02-15_15-07-42-83286.html,0.0,21040.27999999933,0.0,37559.73630300197,21037.381999999285,26808.65606774384,0.0,37559.73630300197,37559.73630300197,37559.73630300197,37559.73630300197,37559.73630300197,0.0,30244.73499999973,7661.6556168156585,37749.26305300191,21037.381999999285,0.0,37559.73630300197,758.1069999997619,21037.381999999285,37559.73630300197
0.0,31156.734096001943,64995.13209600181,0.0,64995.13209600181,32047.451096001754,31156.734096001943,32047.451096001754,32047.451096001754,23824.73400000028,64995.13209600181,19219.367096001803,7282.000096001662,0.0,64995.13209600181,12929.547000000253,12929.547000000253,http://www.anthem.com (#28),26153.792000000365,26153.792000000365,23824.73400000028,0.0,64995.13209600181,31156.734096001943,26153.792000000365,64995.13209600181,31156.734096001943,https://console.developers.google.com/m/cloudstorage/b/chrome-telemetry-output/o/trace-file-id_0-2017-02-15_14-16-50-3934.html,0.0,12929.547000000253,0.0,64995.13209600181,12929.439000000246,0.0,0.0,31156.734096001943,64995.13209600181,31156.734096001943,31156.734096001943,31156.734096001943,0.0,23824.73400000028,16881.986310425225,64995.13209600181,12929.439000000246,0.0,31156.734096001943,0.0,12929.439000000246,31156.734096001943
0.0,39970.43088498989,47971.09488498876,0.0,47971.09488498876,42422.81388498956,39970.43088498989,42422.81388498956,42422.81388498956,12527.776000001446,47971.09488498876,7132.056884989142,7132.056884989142,0.0,7132.056884989142,11085.145999999717,11085.145999999717,http://www.myaccountaccess.com (#8),20386.770000001416,20386.770000001416,12527.776000001446,0.0,7132.056884989142,39970.43088498989,20386.770000001416,47971.09488498876,7132.056884989142,https://console.developers.google.com/m/cloudstorage/b/chrome-telemetry-output/o/trace-file-id_0-2017-02-15_16-21-48-32975.html,0.0,11085.145999999717,0.0,47971.09488498876,11085.052000001073,0.0,0.0,39970.43088498989,47971.09488498876,39970.43088498989,39970.43088498989,39970.43088498989,0.0,12527.776000001446,0.0,7132.056884989142,11085.052000001073,0.0,39970.43088498989,0.0,11085.052000001073,39970.43088498989
0.0,30739.996963990376,30739.996963990376,0.0,30739.996963990376,35154.543963989454,30739.996963990376,35154.543963989454,35154.543963989454,23299.948000000313,30739.996963990376,22956.68096399027,7390.0489639900625,0.0,30739.996963990376,8228.285000000149,8228.285000000149,http://www.yuanlin.com (#80),28863.615000000224,28863.615000000224,23299.948000000313,0.0,30739.996963990376,30739.996963990376,28863.615000000224,30739.996963990376,30739.996963990376,https://console.developers.google.com/m/cloudstorage/b/chrome-telemetry-output/o/trace-file-id_0-2017-02-15_16-28-26-59042.html,0.0,8228.285000000149,0.0,30739.996963990376,8228.139000000432,0.0,0.0,30739.996963990376,30739.996963990376,30739.996963990376,30739.996963990376,30739.996963990376,0.0,23299.948000000313,13481.098763363945,30739.996963990376,8228.139000000432,0.0,30739.996963990376,0.0,8228.139000000432,30739.996963990376
0.0,30967.03055199638,51673.5235519951,0.0,51673.5235519951,52844.487551994534,51673.5235519951,52844.487551994534,52844.487551994534,23647.732999999374,51673.5235519951,30046.680551996455,7269.297551997006,0.0,52824.0635519959,13348.5709999986,13348.5709999986,http://www.almrsal.com (#57),37841.35899999738,37841.35899999738,23647.732999999374,0.0,51673.5235519951,30967.03055199638,37841.35899999738,51673.5235519951,52824.0635519959,https://console.developers.google.com/m/cloudstorage/b/chrome-telemetry-output/o/trace-file-id_0-2017-02-15_15-25-32-4321.html,0.0,13348.5709999986,0.0,51673.5235519951,13348.50399999693,0.0,0.0,51673.5235519951,51673.5235519951,30967.03055199638,30967.03055199638,30967.03055199638,0.0,23647.732999999374,32212.083953965594,52248.793551995506,13348.50399999693,0.0,30967.03055199638,813.5546360269343,13348.50399999693,51673.5235519951
0.0,25732.713460999952,25732.713460999952,0.0,25732.713460999952,30161.216461000593,25732.713460999952,30161.216461000593,30161.216461000593,18428.77199999936,25732.713460999952,7253.9414610005915,7253.9414610005915,0.0,25732.713460999952,10717.27199999988,10717.27199999988,http://www.taker.im (#61),21825.583999998868,21825.583999998868,18428.77199999936,0.0,25732.713460999952,25732.713460999952,21825.583999998868,25732.713460999952,7253.9414610005915,https://console.developers.google.com/m/cloudstorage/b/chrome-telemetry-output/o/trace-file-id_0-2017-02-15_15-43-26-68671.html,0.0,10717.27199999988,0.0,25732.713460999952,10450.716000000015,0.0,0.0,25732.713460999952,25732.713460999952,25732.713460999952,25732.713460999952,25732.713460999952,0.0,18428.77199999936,0.0,25732.713460999952,10450.716000000015,0.0,25732.713460999952,0.0,10450.716000000015,25732.713460999952
0.0,37892.64122499937,45524.297225000264,0.0,45524.297225000264,47742.46522500028,45524.297225000264,47742.46522500028,47742.46522500028,30639.794000000147,45524.297225000264,36451.507599999415,7202.847224999219,0.0,45524.297225000264,21362.70100000128,21362.70100000128,http://www.admitad.com (#45),4.032999999821186,19136.68500000052,30639.794000000147,0.0,45524.297225000264,37892.64122499937,38269.33700000122,45524.297225000264,45524.297225000264,https://console.developers.google.com/m/cloudstorage/b/chrome-telemetry-output/o/trace-file-id_0-2017-02-15_15-05-26-15406.html,0.0,21362.70100000128,0.0,45524.297225000264,21359.76900000125,27057.655942565714,0.0,45524.297225000264,45524.297225000264,37892.64122499937,37892.64122499937,37892.64122499937,0.0,30639.794000000147,8028.5979309927125,45524.297225000264,21359.76900000125,0.0,37892.64122499937,0.0,21359.76900000125,45524.297225000264
0.0,16659.150478998665,40924.06147899863,0.0,40924.06147899863,40924.06147899863,40924.06147899863,40924.06147899863,40924.06147899863,21482.45799999992,40924.06147899863,16592.93947899872,16592.93947899872,0.0,40924.06147899863,11250.147000000114,11250.147000000114,http://www.adslgate.com (#13),3887.6940000000177,12590.682500000054,21482.45799999992,0.0,40924.06147899863,16659.150478998665,21293.67100000009,40924.06147899863,16592.93947899872,https://console.developers.google.com/m/cloudstorage/b/chrome-telemetry-output/o/trace-file-id_0-2017-02-15_13-43-00-78584.html,0.0,11250.147000000114,0.0,40924.06147899863,5078.787000000011,12307.884369877129,0.0,40924.06147899863,40924.06147899863,16659.150478998665,33112.82147899857,33112.82147899857,0.0,21482.45799999992,0.0,40924.06147899863,5078.787000000011,0.0,33112.82147899857,0.0,5078.787000000011,40924.06147899863
0.0,18246.208124494606,42888.9791244948,0.0,42888.9791244948,36654.67612449503,34499.85212449511,36654.67612449503,36654.67612449503,21215.441000000254,42888.9791244948,7326.604124494828,7326.604124494828,0.0,7326.604124494828,11147.253999999724,11147.253999999724,http://www.adslgate.com (#5),5884.908999999985,13453.126999999862,21215.441000000254,0.0,7326.604124494828,18246.208124494606,21021.34499999974,42888.9791244948,7326.604124494828,https://console.developers.google.com/m/cloudstorage/b/chrome-telemetry-output/o/trace-file-id_0-2017-02-15_15-21-13-22084.html,0.0,11147.253999999724,0.0,42888.9791244948,5009.49700000044,10703.076538596006,0.0,34499.85212449511,42888.9791244948,18246.208124494606,34499.85212449511,34499.85212449511,0.0,21215.441000000254,0.0,7326.604124494828,5009.49700000044,0.0,34499.85212449511,0.0,5009.49700000044,34499.85212449511
0.0,17846.76933899455,17846.76933899455,0.0,17846.76933899455,17846.76933899455,17846.76933899455,17846.76933899455,17846.76933899455,10578.622999999934,17846.76933899455,7218.146338994615,7218.146338994615,0.0,17846.76933899455,7314.805999999866,7314.805999999866,http://www.tatami-solutions.com (#52),7265.341000000015,7265.341000000015,10578.622999999934,0.0,17846.76933899455,17846.76933899455,7265.341000000015,17846.76933899455,7218.146338994615,https://console.developers.google.com/m/cloudstorage/b/chrome-telemetry-output/o/trace-file-id_0-2017-02-15_15-26-54-47354.html,0.0,7314.805999999866,0.0,17846.76933899455,7314.73900000006,0.0,0.0,17846.76933899455,17846.76933899455,17846.76933899455,17846.76933899455,17846.76933899455,0.0,10578.622999999934,0.0,17846.76933899455,7314.73900000006,0.0,17846.76933899455,0.0,7314.73900000006,17846.76933899455
